data_date,record_count,session_count,average_soc,average_current,average_voltage,average_max_temperature,data_version
2015-06-03,11,11,46.38000000,-22.50000000,344.07000000,34.54000000,2.2.0
2015-06-04,8,8,50.65000000,-25.10000000,335.66000000,35.51000000,2.2.0
2015-06-05,11,11,34.92000000,-29.55000000,337.05000000,35.05000000,2.2.0
2015-06-06,14,14,42.24000000,-22.50000000,335.92000000,35.74000000,2.2.0
2015-06-07,14,14,36.80000000,-22.50000000,336.19000000,35.11000000,2.2.0
2015-06-08,4,4,49.35000000,-22.50000000,333.00000000,35.27000000,2.2.0
2015-06-09,12,12,42.81000000,-27.27000000,341.56000000,36.05000000,2.2.0
2015-06-10,8,8,52.40000000,-27.69000000,340.07000000,35.54000000,2.2.0
2015-06-11,9,9,55.53000000,-22.50000000,336.99000000,35.99000000,2.2.0
2015-06-12,5,5,55.40000000,-22.50000000,332.02000000,35.30000000,2.2.0
2015-06-13,18,18,51.65000000,-25.66000000,341.04000000,35.14000000,2.2.0
2015-06-14,9,9,52.47000000,-22.50000000,341.50000000,34.92000000,2.2.0
2015-06-15,10,10,45.68000000,-25.49000000,342.23000000,34.79000000,2.2.0
2015-06-16,8,8,37.74000000,-23.57000000,336.64000000,35.56000000,2.2.0
2015-06-17,12,12,36.28000000,-24.68000000,339.70000000,35.10000000,2.2.0
2015-06-18,4,4,44.75000000,-22.50000000,346.55000000,34.98000000,2.2.0
2015-06-19,9,9,50.06000000,-22.50000000,341.72000000,35.17000000,2.2.0
2015-06-20,12,12,51.73000000,-22.50000000,335.73000000,35.17000000,2.2.0
2015-06-21,10,10,51.83000000,-24.94000000,341.69000000,34.91000000,2.2.0
2015-06-22,6,6,48.75000000,-22.50000000,346.83000000,35.38000000,2.2.0
2015-06-23,7,7,39.54000000,-26.87000000,331.51000000,34.97000000,2.2.0
2015-06-24,9,9,47.08000000,-26.17000000,334.30000000,34.26000000,2.2.0
2015-06-25,8,8,49.30000000,-22.50000000,343.34000000,34.71000000,2.2.0
2015-06-26,9,9,50.94000000,-22.50000000,333.07000000,35.72000000,2.2.0
2015-06-27,10,10,58.47000000,-26.95000000,341.85000000,34.78000000,2.2.0
2015-06-28,14,14,46.70000000,-22.50000000,338.32000000,35.39000000,2.2.0
2015-07-01,15,15,37.77000000,-22.50000000,339.75000000,35.73000000,2.2.0
2015-07-02,21,21,48.30000000,-24.29000000,337.74000000,34.70000000,2.2.0
2015-07-03,13,13,42.84000000,-25.60000000,335.95000000,35.38000000,2.2.0
2015-07-04,16,16,35.87000000,-25.43000000,336.96000000,35.73000000,2.2.0
2015-07-05,11,11,50.27000000,-25.85000000,342.31000000,36.25000000,2.2.0
2015-07-06,12,12,51.75000000,-28.93000000,339.68000000,35.28000000,2.2.0
2015-07-07,8,8,47.19000000,-22.50000000,346.21000000,34.36000000,2.2.0
2015-07-08,7,7,55.11000000,-22.50000000,336.31000000,35.03000000,2.2.0
2015-07-09,19,19,55.46000000,-22.50000000,334.95000000,35.96000000,2.2.0
2015-07-10,18,18,42.28000000,-22.50000000,340.86000000,35.79000000,2.2.0
2015-07-11,11,11,43.95000000,-22.50000000,338.91000000,35.36000000,2.2.0
2015-07-12,10,10,45.25000000,-27.51000000,337.37000000,34.63000000,2.2.0
2015-07-13,12,12,45.85000000,-22.50000000,336.50000000,35.15000000,2.2.0
2015-07-14,8,8,37.95000000,-22.50000000,338.96000000,35.00000000,2.2.0
2015-07-15,13,13,41.63000000,-23.22000000,337.78000000,35.10000000,2.2.0
2015-07-16,20,20,37.74000000,-23.25000000,338.06000000,34.94000000,2.2.0
2015-07-17,14,14,42.64000000,-22.50000000,333.76000000,35.96000000,2.2.0
2015-07-18,10,10,50.40000000,-24.04000000,337.93000000,35.21000000,2.2.0
2015-07-19,17,17,45.35000000,-26.48000000,337.85000000,35.03000000,2.2.0
2015-07-20,15,15,41.05000000,-22.50000000,334.77000000,35.16000000,2.2.0
2015-07-21,17,17,47.47000000,-24.95000000,339.32000000,35.26000000,2.2.0
2015-07-22,15,15,41.60000000,-22.50000000,337.76000000,34.71000000,2.2.0
2015-07-23,17,17,41.13000000,-23.64000000,339.73000000,35.62000000,2.2.0
2015-07-24,14,14,31.03000000,-22.50000000,335.24000000,35.93000000,2.2.0
2015-07-25,16,16,51.63000000,-25.77000000,337.61000000,34.85000000,2.2.0
2015-07-26,18,18,36.84000000,-22.50000000,342.14000000,35.23000000,2.2.0
2015-07-27,9,9,41.92000000,-22.50000000,338.42000000,35.68000000,2.2.0
2015-07-28,9,9,47.36000000,-25.53000000,338.20000000,36.43000000,2.2.0
2015-08-01,11,11,43.47000000,-25.48000000,336.06000000,35.15000000,2.2.0
2015-08-02,15,15,49.59000000,-22.50000000,336.35000000,35.09000000,2.2.0
2015-08-03,13,13,42.85000000,-24.65000000,338.98000000,35.62000000,2.2.0
2015-08-04,20,20,46.37000000,-25.08000000,336.47000000,35.42000000,2.2.0
2015-08-05,21,21,43.45000000,-22.50000000,335.95000000,35.60000000,2.2.0
2015-08-06,10,10,51.67000000,-25.63000000,336.71000000,35.81000000,2.2.0
2015-08-07,12,12,42.85000000,-23.49000000,339.51000000,35.14000000,2.2.0
2015-08-08,15,15,53.29000000,-27.09000000,341.86000000,35.71000000,2.2.0
2015-08-09,13,13,46.15000000,-28.27000000,339.41000000,35.06000000,2.2.0
2015-08-10,9,9,41.99000000,-23.92000000,335.14000000,35.32000000,2.2.0
2015-08-11,15,15,43.24000000,-22.50000000,337.17000000,35.44000000,2.2.0
2015-08-12,14,14,42.11000000,-23.54000000,337.54000000,35.66000000,2.2.0
2015-08-13,20,20,46.63000000,-22.50000000,338.88000000,35.58000000,2.2.0
2015-08-14,13,13,40.64000000,-22.50000000,336.83000000,34.92000000,2.2.0
2015-08-15,12,12,47.17000000,-28.50000000,336.29000000,35.33000000,2.2.0
2015-08-16,15,15,45.87000000,-22.50000000,334.73000000,35.24000000,2.2.0
2015-08-17,21,21,46.48000000,-26.01000000,338.42000000,35.13000000,2.2.0
2015-08-18,14,14,34.21000000,-22.50000000,336.14000000,35.21000000,2.2.0
2015-08-19,18,18,44.38000000,-22.50000000,337.98000000,35.17000000,2.2.0
2015-08-20,16,16,42.84000000,-24.87000000,338.27000000,34.99000000,2.2.0
2015-08-21,22,22,46.27000000,-24.60000000,335.85000000,35.63000000,2.2.0
2015-08-22,11,11,41.93000000,-26.39000000,334.33000000,35.82000000,2.2.0
2015-08-23,15,15,35.03000000,-27.23000000,335.84000000,35.21000000,2.2.0
2015-08-24,19,19,45.59000000,-24.95000000,339.39000000,35.20000000,2.2.0
2015-08-25,18,18,40.39000000,-22.50000000,336.88000000,34.73000000,2.2.0
2015-08-26,10,10,40.35000000,-28.07000000,341.10000000,36.11000000,2.2.0
2015-08-27,19,19,43.97000000,-22.50000000,336.31000000,35.61000000,2.2.0
2015-08-28,19,19,49.44000000,-22.50000000,335.34000000,35.09000000,2.2.0
2015-09-01,28,28,45.50000000,-22.50000000,339.97000000,34.91000000,2.2.0
2015-09-02,12,12,48.39000000,-23.57000000,333.27000000,36.04000000,2.2.0
2015-09-03,22,22,49.45000000,-23.62000000,334.70000000,35.45000000,2.2.0
2015-09-04,25,25,44.61000000,-23.58000000,340.40000000,35.51000000,2.2.0
2015-09-05,19,19,39.19000000,-24.64000000,336.24000000,36.06000000,2.2.0
2015-09-06,19,19,43.01000000,-23.21000000,333.59000000,35.64000000,2.2.0
2015-09-07,22,22,46.00000000,-23.01000000,336.87000000,35.92000000,2.2.0
2015-09-08,19,19,37.44000000,-23.03000000,341.64000000,35.27000000,2.2.0
2015-09-09,12,12,47.48000000,-26.10000000,338.95000000,34.74000000,2.2.0
2015-09-10,19,19,44.36000000,-26.38000000,336.18000000,35.91000000,2.2.0
2015-09-11,21,21,42.27000000,-22.50000000,334.11000000,34.81000000,2.2.0
2015-09-12,15,15,42.75000000,-22.50000000,338.99000000,35.27000000,2.2.0
2015-09-13,22,22,51.09000000,-22.50000000,337.19000000,34.60000000,2.2.0
2015-09-14,20,20,41.15000000,-22.50000000,333.84000000,35.47000000,2.2.0
2015-09-15,22,22,44.65000000,-22.50000000,336.41000000,34.98000000,2.2.0
2015-09-16,18,18,45.86000000,-22.50000000,335.91000000,34.62000000,2.2.0
2015-09-17,13,13,45.18000000,-22.50000000,333.31000000,35.62000000,2.2.0
2015-09-18,18,18,46.45000000,-22.50000000,335.87000000,34.82000000,2.2.0
2015-09-19,18,18,46.67000000,-27.52000000,338.67000000,34.57000000,2.2.0
2015-09-20,24,24,45.76000000,-24.10000000,336.66000000,35.80000000,2.2.0
2015-09-21,20,20,46.27000000,-26.68000000,335.46000000,34.67000000,2.2.0
2015-09-22,21,21,46.99000000,-24.02000000,335.08000000,35.13000000,2.2.0
2015-09-23,26,26,47.66000000,-22.50000000,334.99000000,35.15000000,2.2.0
2015-09-24,15,15,48.10000000,-26.99000000,337.85000000,35.33000000,2.2.0
2015-09-25,17,17,45.42000000,-23.79000000,335.97000000,35.74000000,2.2.0
2015-09-26,22,22,42.65000000,-25.10000000,337.91000000,35.36000000,2.2.0
2015-09-27,14,14,45.53000000,-23.01000000,340.75000000,35.06000000,2.2.0
2015-09-28,11,11,59.15000000,-22.50000000,333.46000000,34.33000000,2.2.0
2015-10-01,1,1,49.60000000,-22.50000000,326.30000000,36.40000000,2.2.0
2015-10-02,4,4,51.38000000,-22.50000000,347.35000000,35.85000000,2.2.0
2015-10-03,5,5,45.50000000,-22.50000000,343.38000000,34.76000000,2.2.0
2015-10-04,6,6,41.15000000,-25.17000000,340.85000000,34.57000000,2.2.0
2015-10-05,2,2,54.15000000,-22.50000000,338.40000000,36.50000000,2.2.0
2015-10-06,2,2,58.55000000,-22.50000000,344.05000000,36.80000000,2.2.0
2015-10-07,2,2,34.10000000,-22.50000000,329.50000000,36.80000000,2.2.0
2015-10-08,5,5,40.78000000,-22.50000000,337.78000000,36.16000000,2.2.0
2015-10-09,1,1,50.40000000,-22.50000000,334.00000000,36.30000000,2.2.0
2015-10-10,2,2,39.10000000,-22.50000000,330.00000000,34.05000000,2.2.0
2015-10-11,2,2,44.55000000,-22.50000000,329.50000000,33.60000000,2.2.0
2015-10-13,3,3,35.30000000,-22.50000000,336.67000000,33.63000000,2.2.0
2015-10-14,1,1,36.30000000,-22.50000000,343.20000000,36.00000000,2.2.0
2015-10-15,2,2,60.40000000,-22.50000000,333.40000000,33.90000000,2.2.0
2015-10-16,3,3,44.57000000,-22.50000000,336.50000000,35.23000000,2.2.0
2015-10-17,2,2,34.10000000,-22.50000000,352.30000000,34.50000000,2.2.0
2015-10-18,1,1,71.70000000,-22.50000000,334.60000000,33.00000000,2.2.0
2015-10-19,4,4,56.52000000,-22.50000000,344.30000000,36.42000000,2.2.0
2015-10-20,4,4,50.80000000,-22.50000000,336.12000000,35.67000000,2.2.0
2015-10-21,3,3,51.20000000,-22.50000000,347.77000000,36.23000000,2.2.0
2015-10-22,1,1,68.60000000,-22.50000000,330.30000000,34.40000000,2.2.0
2015-10-23,2,2,26.55000000,-22.50000000,346.80000000,36.40000000,2.2.0
2015-10-24,3,3,57.00000000,-22.50000000,342.43000000,36.37000000,2.2.0
2015-10-25,1,1,55.70000000,-22.50000000,324.40000000,33.00000000,2.2.0
2015-10-26,4,4,28.75000000,-22.50000000,333.10000000,34.83000000,2.2.0
2015-10-27,3,3,47.60000000,-22.50000000,342.47000000,34.20000000,2.2.0
2015-10-28,1,1,60.20000000,-22.50000000,323.60000000,35.50000000,2.2.0
2015-11-04,1,1,34.80000000,-65.10000000,330.00000000,35.80000000,2.2.0
2015-11-05,1,1,17.30000000,-22.50000000,332.50000000,37.00000000,2.2.0
2015-11-06,1,1,54.30000000,-22.50000000,349.90000000,33.00000000,2.2.0
2015-11-08,1,1,60.50000000,-22.50000000,327.90000000,37.00000000,2.2.0
2015-11-14,1,1,24.90000000,-22.50000000,330.60000000,37.00000000,2.2.0
2015-11-17,1,1,72.60000000,-22.50000000,334.60000000,32.70000000,2.2.0
2015-11-19,1,1,51.10000000,-22.50000000,327.60000000,33.00000000,2.2.0
2015-11-23,1,1,58.80000000,-22.50000000,355.50000000,36.10000000,2.2.0
2015-12-05,1,1,69.70000000,-22.50000000,325.00000000,37.00000000,2.2.0
2015-12-15,1,1,20.20000000,-22.50000000,351.00000000,35.90000000,2.2.0
2015-12-24,1,1,36.70000000,-22.50000000,343.30000000,35.10000000,2.2.0
2015-12-26,1,1,60.90000000,-22.50000000,347.10000000,36.00000000,2.2.0
2015-12-28,1,1,65.80000000,-40.80000000,328.30000000,36.60000000,2.2.0
