data_date,station_id,station_name,stat_hour,order_count,total_kwh,total_fees,data_version
2014-08-15,219054,金水区北三环·直流充电站1号,11,1,3.43000000,0E-8,2.2.0
2014-08-21,653450,上街区中心路·交直流充电站3号,19,1,6.32000000,0E-8,2.2.0
2014-08-23,500856,经开区第八大街·交直流充电站5号,17,1,4.24000000,0E-8,2.2.0
2014-09-01,632920,高新区科学大道·交直流充电站9号,13,1,11.75000000,0E-8,2.2.0
2014-09-05,405157,经开区第八大街·交直流充电站4号,10,1,3.05000000,0E-8,2.2.0
2014-09-18,878706,高新区科学大道·交直流充电站10号,12,1,3.60000000,0E-8,2.2.0
2014-09-23,782629,金水区经三路·交直流充电站3号,18,1,1.04000000,0E-8,2.2.0
2014-09-24,131897,二七区嵩山路·交直流充电站1号,22,1,2.86000000,0.08000000,2.2.0
2014-09-24,955429,航空港区迎宾大道·交流充电站2号,10,1,7.88000000,0E-8,2.2.0
2014-09-25,758780,惠济区文化路·直流充电站3号,13,1,4.67000000,0E-8,2.2.0
2014-10-14,514669,二七区嵩山路·交直流充电站3号,12,1,5.68000000,4.15000000,2.2.0
2015-01-01,237105,高新区梧桐街·超充充电站1号,16,1,4.97000000,0E-8,2.2.0
2015-01-01,489543,二七区淮河路·交直流充电站1号,10,1,3.06000000,0E-8,2.2.0
2015-01-01,878706,高新区科学大道·交直流充电站10号,18,1,4.10000000,0E-8,2.2.0
2015-01-01,944515,经开区第八大街·交直流充电站8号,15,1,7.44000000,0E-8,2.2.0
2015-01-02,366832,航空港区长安路·直流充电站2号,18,1,8.82000000,0.81000000,2.2.0
2015-01-02,612116,高新区科学大道·交直流充电站8号,10,1,6.03000000,0E-8,2.2.0
2015-01-02,944515,经开区第八大街·交直流充电站8号,10,1,7.71000000,0E-8,2.2.0
2015-01-03,129465,高新区科学大道·交直流充电站1号,18,1,2.48000000,0E-8,2.2.0
2015-01-03,801274,经开区第八大街·交直流充电站7号,22,1,2.86000000,0E-8,2.2.0
2015-01-04,369001,航空港区迎宾大道·交流充电站1号,11,1,6.43000000,0E-8,2.2.0
2015-01-04,875343,惠济区天河路·交流充电站1号,17,1,5.81000000,0E-8,2.2.0
2015-01-04,944515,经开区第八大街·交直流充电站8号,12,1,3.92000000,0E-8,2.2.0
2015-01-05,632920,高新区科学大道·交直流充电站9号,18,1,9.50000000,0E-8,2.2.0
2015-01-05,932939,二七区淮河路·交直流充电站5号,13,1,3.95000000,0E-8,2.2.0
2015-01-06,803398,二七区大学路·直流充电站4号,16,1,0.90000000,0E-8,2.2.0
2015-01-06,902592,二七区嵩山路·交直流充电站4号,16,1,5.18000000,0E-8,2.2.0
2015-01-07,237105,高新区梧桐街·超充充电站1号,16,1,11.48000000,0E-8,2.2.0
2015-01-07,414088,二七区嵩山路·交直流充电站2号,15,1,6.58000000,0E-8,2.2.0
2015-01-08,425476,郑东新区金水东路·交直流充电站4号,14,1,8.40000000,3.94000000,2.2.0
2015-01-08,664306,二七区淮河路·交直流充电站4号,11,1,2.10000000,0.35000000,2.2.0
2015-01-09,514669,二七区嵩山路·交直流充电站3号,17,1,8.62000000,0E-8,2.2.0
2015-01-09,878706,高新区科学大道·交直流充电站10号,10,1,23.68000000,0E-8,2.2.0
2015-01-09,884707,高新区瑞达路·直流充电站9号,18,1,6.36000000,0E-8,2.2.0
2015-01-10,369001,航空港区迎宾大道·交流充电站1号,18,1,4.21000000,0E-8,2.2.0
2015-01-10,474204,经开区航海东路·直流充电站3号,12,1,5.30000000,0E-8,2.2.0
2015-01-10,632920,高新区科学大道·交直流充电站9号,13,1,1.62000000,0E-8,2.2.0
2015-01-11,943765,高新区科学大道·交直流充电站12号,17,1,5.15000000,7.50000000,2.2.0
2015-01-12,237105,高新区梧桐街·超充充电站1号,13,1,2.22000000,0E-8,2.2.0
2015-01-12,489543,二七区淮河路·交直流充电站1号,17,1,6.66000000,0E-8,2.2.0
2015-01-12,914305,高新区瑞达路·直流充电站10号,18,1,12.72000000,0E-8,2.2.0
2015-01-13,371335,高新区科学大道·交直流充电站2号,11,1,4.65000000,0E-8,2.2.0
2015-01-13,874950,金水区北三环·直流充电站3号,11,1,4.36000000,0E-8,2.2.0
2015-01-14,250527,经开区第八大街·交直流充电站1号,11,1,5.66000000,1.13000000,2.2.0
2015-01-14,902592,二七区嵩山路·交直流充电站4号,16,1,8.25000000,0E-8,2.2.0
2015-01-15,878706,高新区科学大道·交直流充电站10号,16,1,9.99000000,0E-8,2.2.0
2015-01-15,988981,高新区瑞达路·直流充电站14号,9,1,6.58000000,0E-8,2.2.0
2015-01-16,207262,郑东新区金水东路·交直流充电站1号,8,1,2.32000000,0E-8,2.2.0
2015-01-16,474204,经开区航海东路·直流充电站3号,11,1,4.47000000,0E-8,2.2.0
2015-01-16,664306,二七区淮河路·交直流充电站4号,13,1,3.66000000,0E-8,2.2.0
2015-01-17,207262,郑东新区金水东路·交直流充电站1号,11,1,7.04000000,0E-8,2.2.0
2015-01-17,474204,经开区航海东路·直流充电站3号,18,1,7.16000000,0E-8,2.2.0
2015-01-17,572249,二七区大学路·直流充电站3号,10,1,3.82000000,0E-8,2.2.0
2015-01-17,711566,郑东新区金水东路·交直流充电站5号,17,1,6.22000000,0.95000000,2.2.0
2015-01-17,878706,高新区科学大道·交直流充电站10号,9,1,4.37000000,0E-8,2.2.0
2015-01-18,575971,高新区梧桐街·超充充电站2号,18,1,23.68000000,0E-8,2.2.0
2015-01-19,878706,高新区科学大道·交直流充电站10号,13,1,7.28000000,0E-8,2.2.0
2015-01-20,871619,金水区花园路·直流充电站2号,14,1,4.32000000,0E-8,2.2.0
2015-01-20,891421,二七区大学路·直流充电站5号,13,1,23.68000000,0E-8,2.2.0
2015-01-21,129465,高新区科学大道·交直流充电站1号,16,1,4.91000000,0E-8,2.2.0
2015-01-22,228137,上街区中心路·交直流充电站1号,12,1,2.13000000,0E-8,2.2.0
2015-01-23,431796,高新区科学大道·交直流充电站3号,9,1,6.04000000,0E-8,2.2.0
2015-01-24,237105,高新区梧桐街·超充充电站1号,11,1,3.78000000,0E-8,2.2.0
2015-01-24,260408,经开区航海东路·直流充电站2号,12,1,23.68000000,0E-8,2.2.0
2015-01-24,366832,航空港区长安路·直流充电站2号,10,1,4.64000000,0E-8,2.2.0
2015-01-24,474204,经开区航海东路·直流充电站3号,16,1,0.81000000,0E-8,2.2.0
2015-01-24,987396,航空港区长安路·直流充电站3号,16,1,6.52000000,0E-8,2.2.0
2015-01-25,129465,高新区科学大道·交直流充电站1号,10,1,6.23000000,0E-8,2.2.0
2015-01-26,405157,经开区第八大街·交直流充电站4号,11,1,8.10000000,0E-8,2.2.0
2015-01-26,871619,金水区花园路·直流充电站2号,13,1,1.32000000,0E-8,2.2.0
2015-01-26,875343,惠济区天河路·交流充电站1号,17,1,5.87000000,0E-8,2.2.0
2015-01-26,932939,二七区淮河路·交直流充电站5号,11,1,1.34000000,0E-8,2.2.0
2015-01-27,871619,金水区花园路·直流充电站2号,19,1,3.74000000,0E-8,2.2.0
2015-01-28,207262,郑东新区金水东路·交直流充电站1号,17,1,5.09000000,0E-8,2.2.0
2015-01-28,236379,郑东新区金水东路·交直流充电站2号,14,1,5.03000000,0.81000000,2.2.0
2015-01-28,355208,经开区第八大街·交直流充电站3号,12,1,5.81000000,0E-8,2.2.0
2015-01-28,951880,二七区大学路·直流充电站6号,11,1,3.28000000,0E-8,2.2.0
2015-02-01,237105,高新区梧桐街·超充充电站1号,12,1,3.42000000,0E-8,2.2.0
2015-02-01,369001,航空港区迎宾大道·交流充电站1号,17,1,23.68000000,0E-8,2.2.0
2015-02-01,863084,管城区陇海路·超充充电站1号,11,1,3.56000000,0.22000000,2.2.0
2015-02-02,219054,金水区北三环·直流充电站1号,12,1,5.94000000,0E-8,2.2.0
2015-02-02,474204,经开区航海东路·直流充电站3号,19,1,7.94000000,0E-8,2.2.0
2015-02-02,507660,中原区建设路·交直流充电站3号,12,1,9.29000000,0E-8,2.2.0
2015-02-02,944575,郑东新区金水东路·交直流充电站8号,11,1,3.99000000,0E-8,2.2.0
2015-02-03,875343,惠济区天河路·交流充电站1号,17,1,8.87000000,0E-8,2.2.0
2015-02-04,228137,上街区中心路·交直流充电站1号,16,1,4.17000000,0E-8,2.2.0
2015-02-04,280221,经开区第八大街·交直流充电站2号,14,1,2.06000000,0E-8,2.2.0
2015-02-04,514669,二七区嵩山路·交直流充电站3号,18,1,0.82000000,0E-8,2.2.0
2015-02-04,594591,高新区科学大道·交直流充电站7号,12,1,3.27000000,0E-8,2.2.0
2015-02-04,955429,航空港区迎宾大道·交流充电站2号,13,1,2.76000000,0E-8,2.2.0
2015-02-05,445920,金水区花园路·直流充电站1号,21,1,5.15000000,0E-8,2.2.0
2015-02-05,474204,经开区航海东路·直流充电站3号,11,1,4.05000000,0E-8,2.2.0
2015-02-05,562656,经开区航海东路·直流充电站4号,12,1,0.17000000,0E-8,2.2.0
2015-02-05,801274,经开区第八大街·交直流充电站7号,20,1,5.48000000,0E-8,2.2.0
2015-02-05,878706,高新区科学大道·交直流充电站10号,12,1,5.78000000,0E-8,2.2.0
2015-02-05,944515,经开区第八大街·交直流充电站8号,12,1,6.66000000,7.50000000,2.2.0
2015-02-06,405157,经开区第八大街·交直流充电站4号,13,1,0.27000000,0E-8,2.2.0
2015-02-06,632920,高新区科学大道·交直流充电站9号,16,1,23.68000000,0E-8,2.2.0
2015-02-06,944575,郑东新区金水东路·交直流充电站8号,17,1,23.68000000,0E-8,2.2.0
2015-02-07,369001,航空港区迎宾大道·交流充电站1号,8,1,2.82000000,0E-8,2.2.0
2015-02-07,569889,高新区科学大道·交直流充电站5号,16,1,9.00000000,0E-8,2.2.0
2015-02-07,653450,上街区中心路·交直流充电站3号,11,1,8.29000000,0E-8,2.2.0
2015-02-08,569886,二七区淮河路·交直流充电站2号,10,1,2.79000000,0E-8,2.2.0
2015-02-10,228137,上街区中心路·交直流充电站1号,11,1,7.24000000,0E-8,2.2.0
2015-02-10,228137,上街区中心路·交直流充电站1号,17,1,7.16000000,0E-8,2.2.0
2015-02-10,405157,经开区第八大街·交直流充电站4号,12,1,4.79000000,0E-8,2.2.0
2015-02-10,474204,经开区航海东路·直流充电站3号,11,1,9.59000000,0E-8,2.2.0
2015-02-10,914305,高新区瑞达路·直流充电站10号,13,1,10.34000000,0E-8,2.2.0
2015-02-11,792421,中原区建设路·交直流充电站5号,10,1,0.65000000,0E-8,2.2.0
2015-02-11,878706,高新区科学大道·交直流充电站10号,9,1,12.29000000,0E-8,2.2.0
2015-02-12,191826,经开区航海东路·直流充电站1号,11,1,2.12000000,0E-8,2.2.0
2015-02-12,207262,郑东新区金水东路·交直流充电站1号,19,1,3.53000000,0E-8,2.2.0
2015-02-12,414088,二七区嵩山路·交直流充电站2号,11,1,9.80000000,0E-8,2.2.0
2015-02-12,730023,中原区西三环·交流充电站2号,12,1,12.40000000,0E-8,2.2.0
2015-02-13,250527,经开区第八大街·交直流充电站1号,13,1,5.59000000,0E-8,2.2.0
2015-02-13,366832,航空港区长安路·直流充电站2号,16,1,4.82000000,0E-8,2.2.0
2015-02-13,549414,高新区科学大道·交直流充电站4号,11,1,23.68000000,0E-8,2.2.0
2015-02-13,920264,高新区科学大道·交直流充电站11号,17,1,5.89000000,0E-8,2.2.0
2015-02-14,369001,航空港区迎宾大道·交流充电站1号,10,1,5.82000000,0E-8,2.2.0
2015-02-14,474204,经开区航海东路·直流充电站3号,11,1,0.49000000,0E-8,2.2.0
2015-02-15,250527,经开区第八大街·交直流充电站1号,15,1,7.36000000,0E-8,2.2.0
2015-02-15,369001,航空港区迎宾大道·交流充电站1号,16,1,4.28000000,0E-8,2.2.0
2015-02-15,514669,二七区嵩山路·交直流充电站3号,17,1,6.78000000,0E-8,2.2.0
2015-02-15,562656,经开区航海东路·直流充电站4号,12,1,6.92000000,0E-8,2.2.0
2015-02-15,758780,惠济区文化路·直流充电站3号,17,1,4.26000000,0E-8,2.2.0
2015-02-16,219054,金水区北三环·直流充电站1号,11,1,1.48000000,0E-8,2.2.0
2015-02-16,237105,高新区梧桐街·超充充电站1号,12,1,6.64000000,0E-8,2.2.0
2015-02-16,355208,经开区第八大街·交直流充电站3号,18,1,7.26000000,0E-8,2.2.0
2015-02-16,643012,金水区经三路·交直流充电站1号,9,1,5.50000000,0E-8,2.2.0
2015-02-17,228137,上街区中心路·交直流充电站1号,17,1,5.28000000,0E-8,2.2.0
2015-02-17,664306,二七区淮河路·交直流充电站4号,11,1,5.37000000,0E-8,2.2.0
2015-02-17,803398,二七区大学路·直流充电站4号,12,1,2.02000000,0E-8,2.2.0
2015-02-18,549414,高新区科学大道·交直流充电站4号,12,1,2.79000000,0E-8,2.2.0
2015-02-18,568071,二七区大学路·直流充电站2号,9,1,2.07000000,0E-8,2.2.0
2015-02-19,129465,高新区科学大道·交直流充电站1号,13,1,5.35000000,0E-8,2.2.0
2015-02-19,228137,上街区中心路·交直流充电站1号,12,1,5.40000000,0E-8,2.2.0
2015-02-20,131897,二七区嵩山路·交直流充电站1号,17,1,6.95000000,0E-8,2.2.0
2015-02-20,369001,航空港区迎宾大道·交流充电站1号,17,1,5.90000000,0.18000000,2.2.0
2015-02-20,474204,经开区航海东路·直流充电站3号,19,1,23.68000000,0E-8,2.2.0
2015-02-20,549414,高新区科学大道·交直流充电站4号,17,1,23.68000000,0E-8,2.2.0
2015-02-20,728918,郑东新区金水东路·交直流充电站6号,17,1,3.71000000,0.12000000,2.2.0
2015-02-20,955429,航空港区迎宾大道·交流充电站2号,13,1,2.47000000,0E-8,2.2.0
2015-02-21,369001,航空港区迎宾大道·交流充电站1号,10,1,23.68000000,0E-8,2.2.0
2015-02-21,864630,高新区瑞达路·直流充电站8号,16,1,0.38000000,0E-8,2.2.0
2015-02-22,474204,经开区航海东路·直流充电站3号,16,1,23.68000000,0E-8,2.2.0
2015-02-22,562656,经开区航海东路·直流充电站4号,13,1,2.10000000,0E-8,2.2.0
2015-02-22,878706,高新区科学大道·交直流充电站10号,11,1,6.92000000,0E-8,2.2.0
2015-02-23,803398,二七区大学路·直流充电站4号,16,1,0.11000000,0E-8,2.2.0
2015-02-23,878706,高新区科学大道·交直流充电站10号,11,1,23.68000000,0E-8,2.2.0
2015-02-23,955429,航空港区迎宾大道·交流充电站2号,11,1,23.68000000,0E-8,2.2.0
2015-02-23,955429,航空港区迎宾大道·交流充电站2号,12,1,23.68000000,0E-8,2.2.0
2015-02-24,349635,上街区中心路·交直流充电站2号,11,1,8.15000000,0E-8,2.2.0
2015-02-24,369001,航空港区迎宾大道·交流充电站1号,11,1,7.84000000,0E-8,2.2.0
2015-02-25,638536,二七区淮河路·交直流充电站3号,11,1,11.19000000,0E-8,2.2.0
2015-02-25,664306,二七区淮河路·交直流充电站4号,15,1,4.06000000,0E-8,2.2.0
2015-02-26,228137,上街区中心路·交直流充电站1号,11,1,23.68000000,0E-8,2.2.0
2015-02-26,250527,经开区第八大街·交直流充电站1号,12,1,6.04000000,0E-8,2.2.0
2015-02-26,653450,上街区中心路·交直流充电站3号,20,1,8.96000000,0E-8,2.2.0
2015-02-27,369001,航空港区迎宾大道·交流充电站1号,11,1,2.81000000,0E-8,2.2.0
2015-02-28,369001,航空港区迎宾大道·交流充电站1号,17,1,9.57000000,0E-8,2.2.0
2015-02-28,514669,二七区嵩山路·交直流充电站3号,8,1,23.68000000,0E-8,2.2.0
2015-03-01,228137,上街区中心路·交直流充电站1号,18,1,6.06000000,0.39000000,2.2.0
2015-03-01,369001,航空港区迎宾大道·交流充电站1号,12,1,11.88000000,0E-8,2.2.0
2015-03-01,405157,经开区第八大街·交直流充电站4号,10,1,4.99000000,0E-8,2.2.0
2015-03-01,594591,高新区科学大道·交直流充电站7号,11,1,4.37000000,0E-8,2.2.0
2015-03-01,758780,惠济区文化路·直流充电站3号,17,1,4.03000000,0.72000000,2.2.0
2015-03-01,871619,金水区花园路·直流充电站2号,14,1,1.38000000,0E-8,2.2.0
2015-03-01,874950,金水区北三环·直流充电站3号,12,1,8.99000000,0E-8,2.2.0
2015-03-01,878706,高新区科学大道·交直流充电站10号,15,1,11.12000000,0E-8,2.2.0
2015-03-01,955429,航空港区迎宾大道·交流充电站2号,11,1,7.71000000,0E-8,2.2.0
2015-03-01,955429,航空港区迎宾大道·交流充电站2号,16,1,11.07000000,0E-8,2.2.0
2015-03-01,995505,二七区淮河路·交直流充电站6号,11,1,0.94000000,0E-8,2.2.0
2015-03-02,207262,郑东新区金水东路·交直流充电站1号,12,1,23.68000000,0E-8,2.2.0
2015-03-02,236840,郑东新区东风东路·交直流充电站2号,15,1,5.94000000,0E-8,2.2.0
2015-03-02,280221,经开区第八大街·交直流充电站2号,13,1,4.22000000,0E-8,2.2.0
2015-03-02,371335,高新区科学大道·交直流充电站2号,15,1,1.26000000,0E-8,2.2.0
2015-03-02,474204,经开区航海东路·直流充电站3号,16,1,6.40000000,1.05000000,2.2.0
2015-03-02,582873,高新区科学大道·交直流充电站6号,10,1,7.07000000,0E-8,2.2.0
2015-03-02,728918,郑东新区金水东路·交直流充电站6号,10,1,5.60000000,0E-8,2.2.0
2015-03-02,758780,惠济区文化路·直流充电站3号,9,1,23.68000000,0E-8,2.2.0
2015-03-02,874950,金水区北三环·直流充电站3号,14,1,3.19000000,0E-8,2.2.0
2015-03-02,878706,高新区科学大道·交直流充电站10号,19,1,6.15000000,0E-8,2.2.0
2015-03-03,207262,郑东新区金水东路·交直流充电站1号,14,1,5.28000000,0E-8,2.2.0
2015-03-03,369001,航空港区迎宾大道·交流充电站1号,12,1,12.38000000,0E-8,2.2.0
2015-03-03,371335,高新区科学大道·交直流充电站2号,13,2,7.51000000,0E-8,2.2.0
2015-03-03,481613,高新区瑞达路·直流充电站3号,16,1,23.68000000,0E-8,2.2.0
2015-03-03,517464,二七区大学路·直流充电站1号,13,1,3.00000000,0.27000000,2.2.0
2015-03-03,643012,金水区经三路·交直流充电站1号,14,1,5.69000000,0E-8,2.2.0
2015-03-03,922416,高新区瑞达路·直流充电站12号,11,1,2.87000000,0E-8,2.2.0
2015-03-03,932939,二七区淮河路·交直流充电站5号,11,1,6.50000000,0E-8,2.2.0
2015-03-03,955429,航空港区迎宾大道·交流充电站2号,11,1,7.35000000,0E-8,2.2.0
2015-03-03,987396,航空港区长安路·直流充电站3号,16,1,9.00000000,0E-8,2.2.0
2015-03-04,355208,经开区第八大街·交直流充电站3号,14,1,6.12000000,0E-8,2.2.0
2015-03-04,355208,经开区第八大街·交直流充电站3号,15,1,9.56000000,0E-8,2.2.0
2015-03-04,369001,航空港区迎宾大道·交流充电站1号,10,1,2.76000000,0.23000000,2.2.0
2015-03-04,517464,二七区大学路·直流充电站1号,11,1,8.02000000,0E-8,2.2.0
2015-03-04,643012,金水区经三路·交直流充电站1号,11,1,8.59000000,0E-8,2.2.0
2015-03-04,801274,经开区第八大街·交直流充电站7号,15,1,4.40000000,0E-8,2.2.0
2015-03-04,944575,郑东新区金水东路·交直流充电站8号,16,1,3.69000000,0E-8,2.2.0
2015-03-05,369001,航空港区迎宾大道·交流充电站1号,8,1,0.32000000,0E-8,2.2.0
2015-03-05,474204,经开区航海东路·直流充电站3号,13,1,4.16000000,0E-8,2.2.0
2015-03-05,569886,二七区淮河路·交直流充电站2号,10,1,6.21000000,0E-8,2.2.0
2015-03-05,728918,郑东新区金水东路·交直流充电站6号,15,1,8.65000000,0E-8,2.2.0
2015-03-05,787792,高新区瑞达路·直流充电站7号,17,1,6.09000000,0E-8,2.2.0
2015-03-05,914907,高新区瑞达路·直流充电站11号,11,1,7.60000000,0E-8,2.2.0
2015-03-05,943765,高新区科学大道·交直流充电站12号,15,1,1.16000000,0E-8,2.2.0
2015-03-06,207262,郑东新区金水东路·交直流充电站1号,8,1,6.76000000,1.25000000,2.2.0
2015-03-06,366832,航空港区长安路·直流充电站2号,11,1,23.68000000,0E-8,2.2.0
2015-03-06,431796,高新区科学大道·交直流充电站3号,11,1,10.01000000,0E-8,2.2.0
2015-03-06,507660,中原区建设路·交直流充电站3号,18,1,3.82000000,0.30000000,2.2.0
2015-03-06,653450,上街区中心路·交直流充电站3号,11,1,2.78000000,0E-8,2.2.0
2015-03-06,801274,经开区第八大街·交直流充电站7号,17,1,4.37000000,0E-8,2.2.0
2015-03-06,891421,二七区大学路·直流充电站5号,10,1,7.36000000,0E-8,2.2.0
2015-03-06,891421,二七区大学路·直流充电站5号,17,1,5.88000000,0.18000000,2.2.0
2015-03-06,955429,航空港区迎宾大道·交流充电站2号,12,1,5.01000000,0E-8,2.2.0
2015-03-06,987396,航空港区长安路·直流充电站3号,12,1,8.67000000,0E-8,2.2.0
2015-03-07,228137,上街区中心路·交直流充电站1号,11,1,7.66000000,0.49000000,2.2.0
2015-03-07,514669,二七区嵩山路·交直流充电站3号,11,1,0.32000000,0E-8,2.2.0
2015-03-07,653450,上街区中心路·交直流充电站3号,11,1,23.68000000,0E-8,2.2.0
2015-03-07,664306,二七区淮河路·交直流充电站4号,15,1,7.47000000,0E-8,2.2.0
2015-03-07,803398,二七区大学路·直流充电站4号,16,1,6.85000000,0E-8,2.2.0
2015-03-08,228137,上街区中心路·交直流充电站1号,17,1,7.56000000,0E-8,2.2.0
2015-03-08,369001,航空港区迎宾大道·交流充电站1号,12,1,5.57000000,0E-8,2.2.0
2015-03-08,425476,郑东新区金水东路·交直流充电站4号,13,1,5.78000000,0E-8,2.2.0
2015-03-08,474204,经开区航海东路·直流充电站3号,12,1,7.38000000,0E-8,2.2.0
2015-03-08,568071,二七区大学路·直流充电站2号,17,1,3.90000000,0E-8,2.2.0
2015-03-08,664306,二七区淮河路·交直流充电站4号,16,1,6.53000000,0E-8,2.2.0
2015-03-08,801274,经开区第八大街·交直流充电站7号,16,1,3.98000000,0E-8,2.2.0
2015-03-08,884707,高新区瑞达路·直流充电站9号,9,1,1.15000000,0E-8,2.2.0
2015-03-08,914305,高新区瑞达路·直流充电站10号,15,1,5.73000000,0E-8,2.2.0
2015-03-08,955429,航空港区迎宾大道·交流充电站2号,13,1,8.65000000,0E-8,2.2.0
2015-03-09,445920,金水区花园路·直流充电站1号,13,1,4.10000000,0E-8,2.2.0
2015-03-09,575971,高新区梧桐街·超充充电站2号,12,1,1.13000000,0E-8,2.2.0
2015-03-09,623134,郑东新区东风东路·交直流充电站3号,11,1,23.68000000,0E-8,2.2.0
2015-03-09,878706,高新区科学大道·交直流充电站10号,10,1,4.06000000,0E-8,2.2.0
2015-03-09,902592,二七区嵩山路·交直流充电站4号,11,1,7.68000000,0E-8,2.2.0
2015-03-09,955429,航空港区迎宾大道·交流充电站2号,11,1,3.00000000,0.41000000,2.2.0
2015-03-09,955429,航空港区迎宾大道·交流充电站2号,14,1,8.31000000,0E-8,2.2.0
2015-03-10,191826,经开区航海东路·直流充电站1号,9,1,23.68000000,0E-8,2.2.0
2015-03-10,280415,惠济区文化路·直流充电站1号,16,1,23.68000000,0E-8,2.2.0
2015-03-10,489543,二七区淮河路·交直流充电站1号,11,1,4.36000000,0E-8,2.2.0
2015-03-10,500856,经开区第八大街·交直流充电站5号,8,1,5.20000000,0E-8,2.2.0
2015-03-10,632920,高新区科学大道·交直流充电站9号,16,1,7.60000000,0E-8,2.2.0
2015-03-10,801274,经开区第八大街·交直流充电站7号,10,1,0.17000000,0E-8,2.2.0
2015-03-10,891421,二七区大学路·直流充电站5号,12,1,4.57000000,0E-8,2.2.0
2015-03-10,920264,高新区科学大道·交直流充电站11号,16,1,7.17000000,0E-8,2.2.0
2015-03-10,955429,航空港区迎宾大道·交流充电站2号,11,1,2.50000000,0E-8,2.2.0
2015-03-11,131897,二七区嵩山路·交直流充电站1号,18,1,21.02000000,0E-8,2.2.0
2015-03-11,200695,中原区建设路·交直流充电站1号,8,1,2.17000000,5.22000000,2.2.0
2015-03-11,207262,郑东新区金水东路·交直流充电站1号,12,1,4.60000000,0E-8,2.2.0
2015-03-11,219054,金水区北三环·直流充电站1号,17,1,5.26000000,0E-8,2.2.0
2015-03-11,228137,上街区中心路·交直流充电站1号,18,1,1.30000000,0E-8,2.2.0
2015-03-11,250527,经开区第八大街·交直流充电站1号,13,1,1.05000000,0E-8,2.2.0
2015-03-11,517464,二七区大学路·直流充电站1号,14,1,1.80000000,0E-8,2.2.0
2015-03-11,594591,高新区科学大道·交直流充电站7号,12,1,2.97000000,0E-8,2.2.0
2015-03-11,638536,二七区淮河路·交直流充电站3号,18,1,8.32000000,0E-8,2.2.0
2015-03-11,929628,管城区陇海路·超充充电站2号,17,1,8.26000000,1.01000000,2.2.0
2015-03-11,989457,郑东新区东风东路·交直流充电站4号,18,1,10.66000000,0E-8,2.2.0
2015-03-12,228137,上街区中心路·交直流充电站1号,12,1,1.18000000,0E-8,2.2.0
2015-03-12,369001,航空港区迎宾大道·交流充电站1号,15,1,1.83000000,0E-8,2.2.0
2015-03-12,369001,航空港区迎宾大道·交流充电站1号,19,1,1.63000000,0E-8,2.2.0
2015-03-12,425476,郑东新区金水东路·交直流充电站4号,10,1,4.36000000,0E-8,2.2.0
2015-03-12,474204,经开区航海东路·直流充电站3号,8,1,7.16000000,0E-8,2.2.0
2015-03-12,474204,经开区航海东路·直流充电站3号,11,1,2.27000000,0.18000000,2.2.0
2015-03-12,672450,中原区建设路·交直流充电站4号,14,1,6.87000000,0E-8,2.2.0
2015-03-12,878706,高新区科学大道·交直流充电站10号,12,1,4.27000000,0E-8,2.2.0
2015-03-12,878706,高新区科学大道·交直流充电站10号,14,1,11.47000000,0E-8,2.2.0
2015-03-12,911231,中原区建设路·交直流充电站6号,10,1,23.68000000,1.15000000,2.2.0
2015-03-12,955429,航空港区迎宾大道·交流充电站2号,20,1,4.36000000,0E-8,2.2.0
